case_id,date,crime_type,district,latitude,longitude,offender_age,offender_gender,victim_age,victim_gender,time_of_day,season,prior_offenses,recidivism,severity_score,arrest_made,weapon_used,gang_related
CASE00629,2020-06-06,Theft,East,13.084822,77.531832,28,Male,30,Male,Afternoon,Spring,7,No,4.24,Yes,No,No
CASE00630,2020-06-06,Assault,Central,13.095036,77.570831,51,Male,52,Male,Night,Autumn,0,No,2.39,No,No,No
CASE00631,2020-06-06,Vandalism,South,13.066641,77.583896,50,Female,19,Female,Night,Summer,0,Yes,1.68,Yes,Yes,No
CASE00632,2020-06-06,Sexual Offense,East,12.960604,77.578139,59,Female,39,Male,Morning,Summer,2,No,6.77,Yes,Yes,No
CASE00633,2020-06-07,Robbery,West,13.09331,77.633166,23,Female,60,Male,Evening,Summer,2,No,8.34,Yes,Yes,No
CASE00634,2020-06-07,Robbery,Northwest,13.025624,77.543103,17,Male,42,Female,Afternoon,Autumn,6,Yes,7.77,Yes,Yes,No
CASE00635,2020-06-07,Theft,East,13.086128,77.544214,21,Male,27,Female,Afternoon,Summer,5,No,8.35,Yes,No,Yes
CASE00636,2020-06-07,Burglary,Southwest,13.035221,77.645842,46,Male,31,Male,Night,Autumn,6,No,6.99,No,No,No
CASE00637,2020-06-08,Robbery,Southeast,12.961448,77.600058,25,Male,73,Female,Night,Autumn,3,No,7.62,Yes,No,No
CASE00638,2020-06-08,Assault,West,12.974005,77.583031,59,Male,30,Male,Afternoon,Winter,1,No,3.45,No,No,No
CASE00639,2020-06-08,Assault,North,13.010094,77.533841,36,Male,10,Male,Evening,Spring,1,Yes,9.94,No,Yes,No
CASE00640,2020-06-08,Burglary,North,13.058003,77.537505,57,Female,24,Female,Morning,Winter,9,No,2.65,Yes,No,Yes
CASE00641,2020-06-09,Theft,North,12.963597,77.50211,25,Male,45,Female,Morning,Summer,0,No,2.93,Yes,Yes,Yes
CASE00642,2020-06-09,Assault,North,13.015946,77.518285,38,Male,56,Male,Morning,Summer,8,No,3.6,No,No,Yes
CASE00643,2020-06-09,Assault,Southeast,12.969125,77.611368,18,Female,63,Female,Morning,Autumn,6,No,9.78,Yes,Yes,Yes
CASE00644,2020-06-09,Assault,East,13.063154,77.678375,47,Male,41,Female,Evening,Winter,9,Yes,9.89,Yes,No,No
CASE00645,2020-06-10,Theft,Northeast,12.993346,77.557433,35,Male,67,Male,Evening,Autumn,2,No,8.15,No,Yes,No
CASE00646,2020-06-10,Sexual Offense,East,12.915345,77.565549,25,Male,55,Female,Evening,Winter,1,No,6.66,Yes,No,No
CASE00647,2020-06-10,Fraud,Central,12.933211,77.523121,44,Male,63,Male,Night,Winter,2,Yes,5.68,Yes,No,No
CASE00648,2020-06-10,Vandalism,Northwest,12.912221,77.577726,56,Male,42,Unknown,Afternoon,Winter,6,No,9.74,Yes,No,No
CASE00649,2020-06-11,Drug Offense,South,12.999861,77.507444,61,Male,48,Female,Evening,Winter,4,No,7.26,Yes,No,No
CASE00650,2020-06-11,Robbery,Northeast,12.921267,77.68352,49,Male,32,Male,Morning,Winter,2,No,9.5,Yes,No,No
CASE00651,2020-06-11,Theft,Northeast,12.922828,77.634622,52,Male,52,Male,Evening,Spring,8,No,3.85,Yes,No,No
CASE00652,2020-06-11,Robbery,East,13.08821,77.69815,35,Unknown,64,Male,Afternoon,Summer,1,No,4.0,Yes,No,No
CASE00653,2020-06-12,Fraud,Northeast,13.074531,77.676565,23,Male,11,Male,Night,Winter,6,No,8.69,Yes,Yes,No
CASE00654,2020-06-12,Vandalism,Downtown,12.990417,77.594598,22,Male,75,Male,Morning,Winter,9,Yes,2.35,No,No,No
CASE00655,2020-06-12,Burglary,Downtown,13.097161,77.603937,21,Male,47,Male,Night,Autumn,5,No,9.51,Yes,No,Yes
CASE00656,2020-06-12,Theft,Central,12.900037,77.538115,26,Male,38,Female,Evening,Summer,5,Yes,5.57,No,No,No
CASE00657,2020-06-13,Assault,South,13.022796,77.592408,59,Male,76,Male,Morning,Summer,6,No,9.34,Yes,No,No
CASE00658,2020-06-13,Burglary,Southwest,13.023286,77.680606,33,Male,45,Female,Morning,Summer,5,Yes,4.03,Yes,No,No
CASE00659,2020-06-13,Fraud,Southeast,12.991489,77.510171,57,Male,38,Female,Evening,Winter,1,Yes,7.44,No,Yes,No
CASE00660,2020-06-13,Fraud,East,12.97939,77.672711,44,Male,46,Male,Evening,Autumn,4,Yes,5.35,No,Yes,No
CASE00661,2020-06-14,Burglary,Southeast,12.991077,77.56819,40,Female,54,Female,Afternoon,Summer,2,No,6.64,Yes,No,No
CASE00662,2020-06-14,Kidnapping,Southwest,12.982992,77.679903,36,Male,25,Male,Evening,Autumn,8,No,5.54,Yes,No,No
CASE00663,2020-06-14,Fraud,East,13.046098,77.688176,61,Male,40,Male,Evening,Spring,7,No,9.7,Yes,Yes,No
CASE00664,2020-06-14,Assault,East,12.927071,77.634173,18,Male,43,Female,Evening,Spring,9,Yes,7.23,No,Yes,No
CASE00665,2020-06-15,Theft,South,12.939528,77.632885,33,Female,59,Male,Morning,Autumn,1,No,3.26,Yes,No,No
CASE00666,2020-06-15,Theft,Southeast,12.936104,77.590551,39,Male,74,Female,Afternoon,Winter,0,No,9.19,Yes,Yes,No
CASE00667,2020-06-15,Assault,Downtown,12.952494,77.667108,62,Male,71,Female,Morning,Summer,3,No,3.65,No,No,No
CASE00668,2020-06-15,Theft,North,13.005052,77.692323,53,Female,52,Unknown,Evening,Spring,3,No,4.34,No,Yes,No
CASE00669,2020-06-16,Theft,Southeast,12.922242,77.655016,25,Male,65,Female,Afternoon,Spring,9,No,1.92,No,Yes,No
CASE00670,2020-06-16,Assault,Northwest,13.073634,77.624387,42,Male,24,Female,Evening,Autumn,1,No,9.1,Yes,No,No
CASE00671,2020-06-16,Theft,Northwest,12.959472,77.621359,27,Male,57,Male,Morning,Winter,6,Yes,3.58,No,No,No
CASE00672,2020-06-16,Sexual Offense,East,12.932508,77.669894,22,Female,58,Male,Morning,Autumn,2,Yes,3.33,No,No,No
CASE00673,2020-06-17,Theft,North,13.035124,77.608241,32,Male,53,Female,Evening,Autumn,6,No,9.28,No,No,Yes
CASE00674,2020-06-17,Robbery,West,12.907617,77.660772,16,Female,19,Male,Afternoon,Autumn,6,No,8.25,No,Yes,No
CASE00675,2020-06-17,Burglary,Southwest,13.023994,77.601777,41,Male,29,Male,Morning,Autumn,0,Yes,2.27,No,No,Yes
CASE00676,2020-06-17,Kidnapping,Central,13.03964,77.512489,30,Male,79,Male,Evening,Autumn,5,No,7.92,Yes,No,No
CASE00677,2020-06-18,Theft,North,12.942983,77.576789,48,Male,17,Female,Night,Winter,3,No,9.22,Yes,No,Yes
CASE00678,2020-06-18,Burglary,Central,12.908393,77.588888,52,Female,54,Male,Evening,Autumn,7,No,1.71,No,No,No
CASE00679,2020-06-18,Kidnapping,Southeast,12.972729,77.528323,62,Male,43,Female,Evening,Winter,7,No,8.43,Yes,No,No
CASE00680,2020-06-18,Homicide,Southeast,12.919719,77.520499,46,Male,60,Male,Afternoon,Summer,2,Yes,5.93,Yes,No,Yes
CASE00681,2020-06-19,Drug Offense,Central,12.923296,77.607093,50,Male,13,Male,Evening,Summer,3,No,7.02,Yes,No,No
CASE00682,2020-06-19,Assault,Southwest,12.950852,77.517029,16,Female,48,Male,Night,Summer,0,Yes,5.44,No,No,No
CASE00683,2020-06-19,Theft,North,12.959094,77.560589,23,Male,33,Male,Evening,Summer,9,No,7.28,Yes,No,No
CASE00684,2020-06-19,Fraud,West,13.005994,77.648919,27,Male,64,Female,Night,Spring,1,Yes,1.31,No,Yes,Yes
CASE00685,2020-06-20,Sexual Offense,East,13.035678,77.692886,34,Male,35,Male,Morning,Winter,6,No,7.86,Yes,No,No
CASE00686,2020-06-20,Robbery,South,13.018554,77.643574,40,Unknown,34,Male,Evening,Summer,6,No,1.3,Yes,Yes,No
CASE00687,2020-06-20,Fraud,Southeast,12.929672,77.698525,47,Female,45,Female,Afternoon,Spring,8,No,5.1,Yes,Yes,No
CASE00688,2020-06-20,Assault,Northwest,12.934417,77.639668,27,Male,67,Female,Evening,Winter,9,Yes,2.36,Yes,No,No
CASE00689,2020-06-21,Drug Offense,Southwest,13.075754,77.558759,28,Male,21,Male,Night,Spring,8,Yes,8.41,No,No,No
CASE00690,2020-06-21,Theft,South,13.01167,77.634411,43,Male,10,Male,Night,Spring,8,Yes,3.82,No,No,No
CASE00691,2020-06-21,Assault,West,13.073988,77.640431,16,Female,59,Unknown,Afternoon,Autumn,5,No,5.09,No,No,No
CASE00692,2020-06-21,Burglary,Northeast,12.974309,77.574345,21,Male,34,Female,Night,Spring,7,No,4.86,Yes,No,Yes
CASE00693,2020-06-22,Robbery,East,13.02288,77.503543,23,Male,14,Male,Evening,Spring,8,No,7.95,Yes,Yes,No
CASE00694,2020-06-22,Assault,Southeast,13.004733,77.64064,19,Male,77,Male,Night,Winter,6,Yes,5.33,Yes,Yes,Yes
CASE00695,2020-06-22,Theft,East,12.963825,77.50434,20,Female,15,Male,Evening,Spring,3,Yes,8.1,Yes,No,No
CASE00696,2020-06-22,Fraud,South,12.993983,77.626238,40,Male,35,Male,Evening,Autumn,3,Yes,1.66,Yes,No,No
CASE00697,2020-06-23,Assault,East,13.000498,77.532723,37,Male,64,Female,Night,Summer,5,No,2.72,No,No,No
CASE00698,2020-06-23,Fraud,Northeast,12.940154,77.613121,43,Female,48,Female,Afternoon,Summer,3,No,5.96,Yes,Yes,Yes
CASE00699,2020-06-23,Theft,South,12.963002,77.600783,54,Male,18,Male,Morning,Winter,6,No,9.52,Yes,Yes,No
CASE00700,2020-06-23,Robbery,Southeast,13.058282,77.502703,38,Male,54,Female,Afternoon,Winter,7,No,1.67,No,Yes,No
CASE00701,2020-06-24,Robbery,North,13.083158,77.572573,19,Unknown,23,Male,Morning,Spring,7,Yes,1.39,Yes,No,No
CASE00702,2020-06-24,Theft,Northwest,12.971959,77.620218,19,Unknown,64,Male,Afternoon,Winter,7,Yes,2.41,No,Yes,No
CASE00703,2020-06-24,Assault,South,12.961394,77.669721,62,Female,18,Male,Evening,Spring,1,No,6.77,No,No,No
CASE00704,2020-06-24,Theft,Downtown,12.939039,77.677728,36,Male,24,Male,Evening,Winter,9,No,4.59,Yes,No,No
CASE00705,2020-06-25,Theft,Northeast,13.035698,77.59677,52,Male,46,Female,Night,Summer,1,No,8.43,Yes,No,No
CASE00706,2020-06-25,Kidnapping,South,12.96462,77.645684,56,Female,59,Male,Morning,Summer,1,Yes,1.65,No,Yes,No
CASE00707,2020-06-25,Assault,South,13.09755,77.563291,17,Male,30,Male,Morning,Summer,1,Yes,2.77,Yes,Yes,No
CASE00708,2020-06-25,Drug Offense,Downtown,12.965137,77.568437,22,Female,66,Unknown,Night,Summer,3,Yes,3.7,Yes,No,No
CASE00709,2020-06-26,Assault,Southeast,12.978827,77.538893,64,Female,28,Female,Afternoon,Spring,4,Yes,6.64,No,No,No
CASE00710,2020-06-26,Vandalism,South,13.020667,77.61239,31,Male,67,Female,Night,Spring,3,Yes,7.17,Yes,No,No
CASE00711,2020-06-26,Drug Offense,Northwest,13.060337,77.562913,32,Female,15,Female,Afternoon,Spring,4,No,2.12,Yes,No,No
CASE00712,2020-06-26,Fraud,East,12.993904,77.516874,35,Female,13,Male,Night,Summer,3,Yes,9.49,No,No,No
CASE00713,2020-06-27,Robbery,Southeast,12.984531,77.637001,38,Male,52,Female,Morning,Autumn,6,Yes,4.07,No,Yes,No
CASE00714,2020-06-27,Burglary,Northwest,13.099128,77.641551,49,Male,51,Female,Morning,Summer,9,No,7.42,Yes,Yes,No
CASE00715,2020-06-27,Assault,Southeast,12.902099,77.571998,26,Male,12,Female,Afternoon,Summer,0,No,5.72,Yes,No,No
CASE00716,2020-06-27,Sexual Offense,Northwest,13.079013,77.515345,49,Male,10,Female,Morning,Autumn,0,No,3.0,Yes,No,No
CASE00717,2020-06-28,Drug Offense,Northeast,12.929828,77.58526,48,Male,64,Male,Morning,Autumn,1,Yes,8.62,Yes,Yes,Yes
CASE00718,2020-06-28,Kidnapping,Northwest,13.057185,77.588467,41,Male,24,Female,Morning,Winter,0,No,8.36,No,No,No
CASE00719,2020-06-28,Theft,Central,13.023586,77.633734,17,Female,56,Male,Morning,Summer,9,Yes,4.56,No,No,No
CASE00720,2020-06-28,Vandalism,Northwest,12.968369,77.563083,38,Unknown,55,Male,Evening,Autumn,9,No,6.3,No,No,Yes
CASE00721,2020-06-29,Sexual Offense,North,13.074775,77.63652,56,Male,67,Male,Night,Winter,2,Yes,3.32,Yes,Yes,No
CASE00722,2020-06-29,Theft,North,12.902581,77.674298,37,Male,48,Female,Night,Autumn,5,Yes,7.21,Yes,Yes,No
CASE00723,2020-06-29,Theft,Southwest,12.945338,77.547497,49,Male,12,Male,Evening,Autumn,9,No,3.78,Yes,No,No
CASE00724,2020-06-29,Vandalism,Central,13.013379,77.695784,30,Unknown,39,Female,Morning,Winter,5,No,8.6,Yes,No,Yes
CASE00725,2020-06-30,Fraud,Central,12.970308,77.577274,25,Male,44,Male,Night,Summer,0,No,2.96,Yes,No,No
CASE00726,2020-06-30,Drug Offense,East,13.022075,77.553452,30,Male,66,Unknown,Night,Winter,5,Yes,1.13,Yes,No,No
CASE00727,2020-06-30,Theft,Central,12.904822,77.584302,57,Female,38,Male,Night,Summer,4,Yes,3.42,Yes,No,Yes
CASE00728,2020-06-30,Drug Offense,East,12.923292,77.518879,44,Male,59,Female,Afternoon,Autumn,6,No,2.72,No,No,No
CASE00729,2020-07-01,Assault,Southwest,12.925419,77.525141,38,Female,71,Female,Evening,Winter,5,No,5.57,No,Yes,No
CASE00730,2020-07-01,Theft,Southwest,12.937857,77.582887,32,Female,61,Male,Afternoon,Spring,6,No,2.83,Yes,No,No
CASE00731,2020-07-01,Theft,Northeast,12.991866,77.652489,24,Female,23,Male,Afternoon,Autumn,1,No,7.87,Yes,No,No
CASE00732,2020-07-01,Drug Offense,North,13.050426,77.680062,51,Male,44,Female,Evening,Winter,0,Yes,3.17,No,No,No
CASE00733,2020-07-02,Fraud,Northwest,13.081108,77.632964,24,Male,37,Female,Night,Autumn,6,No,7.36,No,No,No
CASE00734,2020-07-02,Robbery,Northwest,13.067075,77.521044,31,Female,67,Female,Afternoon,Winter,8,Yes,6.21,Yes,No,No
CASE00735,2020-07-02,Burglary,Downtown,12.939378,77.634404,51,Male,39,Male,Night,Summer,1,Yes,9.88,No,No,No
CASE00736,2020-07-02,Homicide,Downtown,12.98823,77.627086,63,Male,16,Female,Afternoon,Spring,6,No,10.0,No,Yes,No
CASE00737,2020-07-03,Burglary,West,12.939882,77.661153,48,Male,48,Male,Night,Autumn,2,No,8.83,Yes,Yes,No
CASE00738,2020-07-03,Drug Offense,Southeast,12.952894,77.66505,46,Male,78,Female,Morning,Spring,5,Yes,7.84,Yes,Yes,No
CASE00739,2020-07-03,Burglary,Northeast,13.000709,77.673641,21,Male,44,Female,Morning,Summer,2,Yes,4.48,Yes,Yes,Yes
CASE00740,2020-07-03,Burglary,West,12.913622,77.582826,25,Male,61,Male,Morning,Winter,9,No,7.78,Yes,No,No
CASE00741,2020-07-04,Burglary,West,12.943635,77.639573,31,Male,23,Female,Evening,Spring,4,No,9.61,Yes,No,No
CASE00742,2020-07-04,Assault,South,13.087076,77.55365,19,Male,72,Female,Morning,Winter,1,Yes,1.21,No,No,No
CASE00743,2020-07-04,Vandalism,South,12.993223,77.699867,37,Male,45,Female,Afternoon,Summer,7,Yes,5.84,No,No,No
CASE00744,2020-07-04,Robbery,West,12.989077,77.535067,28,Male,33,Male,Night,Autumn,7,Yes,2.96,Yes,No,Yes
CASE00745,2020-07-05,Assault,Central,12.902913,77.502023,31,Male,49,Male,Night,Summer,6,No,6.02,Yes,No,No
CASE00746,2020-07-05,Sexual Offense,Southeast,12.94948,77.529762,44,Male,38,Female,Night,Spring,5,No,5.2,No,Yes,Yes
CASE00747,2020-07-05,Burglary,Northeast,13.073258,77.655174,21,Male,62,Male,Night,Spring,0,No,6.18,Yes,No,No
CASE00748,2020-07-05,Robbery,West,12.932926,77.589357,41,Male,31,Male,Afternoon,Spring,7,No,5.96,Yes,Yes,Yes
CASE00749,2020-07-06,Sexual Offense,Northwest,12.983025,77.5895,26,Male,24,Unknown,Night,Winter,0,No,9.64,No,No,No
CASE00750,2020-07-06,Fraud,Southeast,12.902866,77.691005,39,Male,78,Male,Afternoon,Autumn,7,Yes,5.97,Yes,No,No
CASE00751,2020-07-06,Theft,South,12.995667,77.683927,44,Male,73,Unknown,Afternoon,Spring,1,Yes,8.62,Yes,No,No
CASE00752,2020-07-06,Sexual Offense,Northwest,12.904204,77.562239,18,Male,13,Male,Night,Spring,7,No,3.88,Yes,Yes,No
CASE00753,2020-07-07,Fraud,South,13.063922,77.541812,25,Female,27,Male,Night,Spring,9,No,4.94,Yes,Yes,No
CASE00754,2020-07-07,Assault,South,13.064971,77.669696,16,Male,51,Female,Night,Summer,3,No,5.23,Yes,No,No
CASE00755,2020-07-07,Theft,Southeast,13.057548,77.681204,58,Female,39,Female,Afternoon,Spring,6,No,3.51,Yes,No,No
CASE00756,2020-07-07,Drug Offense,South,12.956673,77.608319,41,Male,24,Female,Evening,Summer,4,No,4.42,No,Yes,No
CASE00757,2020-07-08,Fraud,Southwest,13.067447,77.625885,27,Unknown,79,Female,Afternoon,Spring,7,Yes,6.39,Yes,No,No
CASE00758,2020-07-08,Robbery,North,13.0086,77.551383,29,Male,64,Female,Evening,Summer,5,Yes,6.22,Yes,Yes,No
CASE00759,2020-07-08,Sexual Offense,Southwest,12.974762,77.660161,40,Male,62,Male,Night,Winter,4,Yes,6.73,Yes,No,No
CASE00760,2020-07-08,Drug Offense,North,13.025066,77.626424,23,Male,25,Male,Afternoon,Winter,0,Yes,4.17,Yes,No,No
CASE00761,2020-07-09,Theft,Downtown,12.902468,77.600703,58,Male,43,Male,Night,Summer,2,No,3.84,No,No,No
CASE00762,2020-07-09,Assault,Downtown,12.928592,77.512022,19,Male,36,Female,Evening,Autumn,9,Yes,6.5,Yes,No,No
CASE00763,2020-07-09,Assault,South,13.048459,77.683187,43,Male,22,Male,Evening,Autumn,8,Yes,2.2,No,Yes,No
CASE00764,2020-07-09,Vandalism,Northeast,12.948832,77.62309,22,Male,36,Male,Afternoon,Summer,8,No,3.28,Yes,Yes,No
CASE00765,2020-07-10,Theft,Northeast,13.019602,77.538538,25,Male,78,Male,Afternoon,Winter,4,Yes,1.38,Yes,No,No
CASE00766,2020-07-10,Robbery,North,12.977021,77.621277,51,Female,40,Male,Afternoon,Summer,2,No,1.65,No,Yes,No
CASE00767,2020-07-10,Drug Offense,Northwest,13.070961,77.635493,17,Male,12,Male,Afternoon,Autumn,5,No,3.19,Yes,No,No
CASE00768,2020-07-10,Homicide,Southeast,13.090483,77.605154,41,Female,39,Female,Morning,Summer,4,No,1.18,No,No,No
CASE00769,2020-07-11,Assault,South,13.076713,77.64362,29,Male,30,Male,Morning,Winter,0,No,3.21,Yes,No,No
CASE00770,2020-07-11,Drug Offense,Southeast,12.954124,77.616291,31,Male,15,Female,Night,Autumn,1,Yes,6.89,Yes,No,Yes
CASE00771,2020-07-11,Theft,Southwest,12.938833,77.689554,58,Male,41,Female,Evening,Autumn,4,Yes,1.55,No,No,No
CASE00772,2020-07-11,Drug Offense,Northeast,12.994887,77.510739,57,Male,51,Male,Evening,Spring,8,No,4.93,No,No,No
CASE00773,2020-07-12,Theft,Central,12.901467,77.521249,32,Male,71,Female,Night,Spring,3,No,9.22,No,No,No
CASE00774,2020-07-12,Burglary,Southwest,12.905162,77.534734,61,Male,41,Male,Night,Autumn,8,No,8.12,No,No,No
CASE00775,2020-07-12,Drug Offense,Southwest,13.010658,77.638034,37,Male,48,Female,Night,Autumn,2,Yes,3.75,No,No,No
CASE00776,2020-07-12,Theft,North,13.00409,77.629119,19,Female,73,Unknown,Morning,Summer,0,No,9.32,Yes,No,No
CASE00777,2020-07-13,Assault,East,13.098916,77.678412,34,Male,39,Female,Night,Winter,5,No,3.97,Yes,No,Yes
CASE00778,2020-07-13,Vandalism,Southwest,12.940368,77.646575,17,Unknown,72,Female,Evening,Autumn,9,No,1.65,Yes,No,No
CASE00779,2020-07-13,Vandalism,South,12.951621,77.601671,54,Unknown,40,Male,Night,Winter,6,Yes,9.95,Yes,No,No
CASE00780,2020-07-13,Fraud,West,12.922708,77.698366,24,Female,49,Male,Afternoon,Autumn,3,No,8.83,Yes,No,Yes
CASE00781,2020-07-14,Vandalism,West,13.083509,77.553222,34,Male,42,Female,Evening,Winter,9,No,5.19,No,No,No
CASE00782,2020-07-14,Robbery,South,13.055562,77.666638,31,Male,72,Male,Evening,Spring,4,No,7.0,Yes,No,No
CASE00783,2020-07-14,Assault,East,13.064468,77.585358,40,Male,34,Male,Evening,Autumn,3,Yes,7.04,No,No,No
CASE00784,2020-07-14,Assault,East,13.080553,77.629747,63,Male,45,Male,Morning,Summer,2,No,2.75,Yes,No,No
CASE00785,2020-07-15,Theft,North,13.00498,77.645454,33,Male,33,Female,Morning,Winter,0,Yes,2.8,Yes,No,No
CASE00786,2020-07-15,Sexual Offense,Northeast,12.990239,77.626751,38,Male,67,Male,Evening,Autumn,5,Yes,5.23,No,Yes,No
CASE00787,2020-07-15,Fraud,Southeast,12.966078,77.528101,36,Male,48,Female,Afternoon,Spring,9,No,9.2,Yes,No,Yes
CASE00788,2020-07-15,Burglary,East,13.017843,77.58859,26,Male,55,Male,Evening,Spring,4,Yes,1.09,Yes,Yes,No
CASE00789,2020-07-16,Burglary,Central,12.990856,77.612288,54,Female,19,Male,Morning,Spring,0,No,8.04,Yes,No,No
CASE00790,2020-07-16,Sexual Offense,North,12.990313,77.669809,56,Male,41,Female,Afternoon,Spring,4,No,1.52,No,No,No
CASE00791,2020-07-16,Theft,Downtown,13.087386,77.588729,19,Male,45,Male,Evening,Autumn,5,Yes,5.3,Yes,No,No
CASE00792,2020-07-16,Fraud,Northwest,13.096806,77.683749,40,Female,37,Female,Morning,Summer,9,No,6.74,Yes,No,No
CASE00793,2020-07-17,Robbery,Downtown,13.059297,77.588075,47,Male,25,Male,Afternoon,Winter,4,No,7.18,No,Yes,Yes
CASE00794,2020-07-17,Fraud,North,13.051352,77.609756,45,Male,25,Male,Night,Summer,0,Yes,1.53,Yes,No,No
CASE00795,2020-07-17,Theft,Southwest,13.036112,77.659257,60,Female,27,Male,Night,Winter,4,No,4.77,No,No,No
CASE00796,2020-07-17,Homicide,Southeast,12.933215,77.616614,41,Male,17,Female,Evening,Summer,9,Yes,6.25,Yes,Yes,No
CASE00797,2020-07-18,Sexual Offense,Northwest,12.911821,77.692044,51,Male,79,Female,Night,Autumn,0,No,1.59,Yes,No,No
CASE00798,2020-07-18,Robbery,Downtown,13.038145,77.632067,49,Male,10,Female,Morning,Autumn,2,Yes,2.22,No,No,No
CASE00799,2020-07-18,Vandalism,Northwest,13.045757,77.604542,24,Male,71,Male,Afternoon,Winter,1,No,6.97,No,Yes,No
CASE00800,2020-07-18,Sexual Offense,Central,12.909395,77.504718,27,Male,47,Female,Evening,Autumn,0,Yes,5.69,No,No,No
CASE00801,2020-07-19,Vandalism,Central,13.08561,77.582747,17,Male,54,Female,Afternoon,Winter,3,No,2.46,No,No,No
CASE00802,2020-07-19,Theft,Central,12.918228,77.55985,53,Male,67,Female,Afternoon,Summer,1,No,5.82,Yes,Yes,No
CASE00803,2020-07-19,Fraud,North,12.95718,77.649621,20,Male,10,Female,Afternoon,Autumn,4,No,9.21,Yes,No,No
CASE00804,2020-07-19,Fraud,Southeast,13.034478,77.541656,20,Female,41,Female,Morning,Autumn,9,No,1.14,Yes,No,No
CASE00805,2020-07-20,Burglary,North,12.933975,77.541044,37,Male,17,Male,Evening,Winter,0,No,6.78,No,No,No
CASE00806,2020-07-20,Vandalism,West,12.911083,77.537904,20,Female,49,Female,Night,Winter,9,No,1.66,No,No,No
CASE00807,2020-07-20,Sexual Offense,Southwest,12.966229,77.525123,19,Male,65,Male,Afternoon,Winter,0,No,1.06,No,Yes,No
CASE00808,2020-07-20,Sexual Offense,Southwest,13.053194,77.562201,24,Female,72,Female,Afternoon,Winter,9,No,2.36,Yes,No,No
CASE00809,2020-07-21,Burglary,Central,12.982736,77.677184,44,Male,45,Male,Afternoon,Spring,3,Yes,4.81,Yes,Yes,No
CASE00810,2020-07-21,Theft,West,13.030595,77.654986,37,Male,66,Male,Morning,Winter,6,Yes,8.22,No,No,No
CASE00811,2020-07-21,Kidnapping,East,13.015924,77.64705,42,Male,54,Male,Night,Spring,1,No,3.54,No,No,No
CASE00812,2020-07-21,Drug Offense,East,12.904444,77.659467,25,Female,11,Male,Afternoon,Summer,1,No,6.63,No,No,No
CASE00813,2020-07-22,Theft,Central,13.097708,77.553884,31,Male,77,Male,Morning,Winter,0,Yes,4.7,No,No,No
CASE00814,2020-07-22,Sexual Offense,Downtown,12.908286,77.677488,57,Male,59,Female,Morning,Spring,4,Yes,3.11,Yes,No,No
CASE00815,2020-07-22,Homicide,North,13.093561,77.527461,57,Male,38,Female,Afternoon,Spring,5,Yes,5.63,Yes,No,No
CASE00816,2020-07-22,Robbery,Central,13.009973,77.567269,25,Female,19,Female,Afternoon,Spring,5,No,8.18,Yes,No,No
CASE00817,2020-07-23,Fraud,Northeast,13.092632,77.61735,21,Male,36,Female,Morning,Autumn,1,No,8.49,Yes,No,No
CASE00818,2020-07-23,Burglary,Northwest,12.922951,77.520581,64,Male,24,Male,Morning,Spring,6,No,8.62,Yes,No,No
CASE00819,2020-07-23,Theft,Southwest,12.998082,77.646026,20,Male,69,Female,Afternoon,Winter,5,No,4.05,Yes,No,No
CASE00820,2020-07-23,Assault,East,12.933901,77.577449,21,Male,40,Male,Morning,Winter,7,No,8.14,Yes,No,No
CASE00821,2020-07-24,Drug Offense,South,12.910195,77.656881,62,Female,30,Female,Morning,Winter,5,No,2.91,No,Yes,No
CASE00822,2020-07-24,Theft,East,13.023506,77.598579,40,Female,69,Male,Afternoon,Spring,8,Yes,7.65,No,Yes,No
CASE00823,2020-07-24,Assault,Southwest,12.941557,77.536175,19,Male,67,Male,Afternoon,Spring,9,Yes,9.54,No,No,No
CASE00824,2020-07-24,Burglary,Northwest,13.017539,77.646952,55,Male,50,Male,Evening,Autumn,1,No,1.12,Yes,No,No
CASE00825,2020-07-25,Robbery,Southwest,12.922473,77.550429,63,Female,55,Male,Night,Summer,6,No,4.96,Yes,No,No
CASE00826,2020-07-25,Sexual Offense,South,12.966397,77.598162,47,Male,54,Male,Afternoon,Autumn,4,No,6.83,Yes,No,No
CASE00827,2020-07-25,Assault,Central,13.056327,77.515107,50,Unknown,35,Male,Afternoon,Winter,0,Yes,7.32,No,Yes,No
CASE00828,2020-07-25,Assault,West,12.98741,77.623573,25,Male,60,Female,Afternoon,Winter,2,No,2.58,Yes,Yes,No
CASE00829,2020-07-26,Vandalism,South,13.025549,77.633172,49,Male,45,Female,Night,Winter,3,Yes,9.75,Yes,No,No
CASE00830,2020-07-26,Burglary,Southwest,13.029492,77.575735,51,Male,61,Male,Evening,Autumn,1,Yes,6.54,No,No,No
